application_id,age,gender,marital_status,education,employment_type,annual_income,credit_score,existing_loans_count,loan_amount,loan_term_months,loan_purpose,region,application_date,approval_status,default_flag
LN101423,51,Female,Single,Graduate,Self-Employed,26100.0,705.0,4,8500.0,48,Debt Consolidation,North,2024-07-12,Approved,0
LN101690,55,Male,Single,Graduate,Business Owner,72000.0,642.0,3,30500.0,60,Auto,North,2023-11-29,Rejected,
LN101032,53,Male,Single,Graduate,Salaried,71600.0,569.0,2,46300.0,12,Medical,Central,2023-09-11,Rejected,
LN102994,55,Male,Married,Post Graduate,Business Owner,116100.0,637.0,2,26000.0,36,Debt Consolidation,East,2024-01-07,Rejected,
LN101493,35,Male,Widowed,Not Graduate,Salaried,52500.0,635.0,2,21500.0,36,Personal,West,2023-06-23,Rejected,
LN102872,57,Female,Divorced,Post Graduate,Self-Employed,116300.0,694.0,1,26500.0,36,Debt Consolidation,East,2024-06-14,Approved,0
LN100974,27,Female,Single,Graduate,Salaried,39100.0,642.0,3,6800.0,36,Home Improvement,South,2024-06-22,Rejected,
LN102478,24,Male,Married,Graduate,Self-Employed,63300.0,570.0,2,26000.0,84,Business,North,2024-09-05,Rejected,
LN102018,53,Male,Single,Graduate,Salaried,88100.0,699.0,2,21900.0,36,Education,Central,2024-11-11,Rejected,
LN102106,55,Male,Married,Graduate,Salaried,72200.0,625.0,2,20600.0,60,Business,North,2023-09-19,Rejected,
LN101979,56,Male,Married,Graduate,Salaried,71100.0,818.0,0,38900.0,60,Auto,Central,2023-03-06,Approved,0
LN103016,44,Male,Married,Not Graduate,Business Owner,75700.0,600.0,4,23900.0,24,Debt Consolidation,Central,2023-04-20,Rejected,
LN102360,50,Male,Married,Post Graduate,Salaried,67700.0,634.0,2,16500.0,12,Home Improvement,West,2023-08-03,Approved,0
LN101124,58,Male,Married,Post Graduate,Salaried,68000.0,644.0,4,42800.0,24,Personal,South,2023-06-21,Rejected,
LN101573,57,Female,Married,Not Graduate,Salaried,60000.0,623.0,4,12200.0,48,Debt Consolidation,East,2023-07-13,Approved,0
LN103148,65,Male,Single,Graduate,Salaried,54000.0,613.0,1,13400.0,60,Auto,North,2024-09-25,Approved,0
LN102842,55,Male,Single,Graduate,Business Owner,84500.0,588.0,3,37500.0,60,Education,Central,2023-12-08,Rejected,
LN102654,59,Male,Widowed,Graduate,Salaried,73900.0,693.0,4,22700.0,24,Business,Central,2024-05-15,Rejected,
LN100933,50,Male,Divorced,Post Graduate,Business Owner,103200.0,541.0,4,54600.0,48,Business,Central,2023-04-26,Approved,0
LN102897,49,Female,Divorced,Not Graduate,Salaried,49000.0,638.0,2,31200.0,60,Auto,West,2024-10-24,Rejected,
LN100612,56,Male,Single,Not Graduate,Salaried,63300.0,709.0,1,23200.0,60,Debt Consolidation,North,2023-01-25,Approved,0
LN103156,55,Male,Single,Post Graduate,Salaried,80600.0,625.0,4,14500.0,60,Home Improvement,North,2023-01-13,Rejected,
LN102729,41,Female,Single,Post Graduate,Self-Employed,110400.0,581.0,2,55600.0,24,Debt Consolidation,East,2024-01-04,Approved,0
LN100890,25,Female,Married,Not Graduate,Self-Employed,567100.0,440.0,3,339100.0,36,Medical,West,2023-03-05,Approved,1
LN100985,50,Female,Married,Not Graduate,Salaried,87000.0,662.0,0,37600.0,48,Home Improvement,North,2023-09-15,Rejected,
LN100564,61,Male,Divorced,Graduate,Salaried,92700.0,799.0,2,27800.0,36,Home Improvement,South,2023-06-01,Approved,0
LN100773,53,Male,Divorced,Not Graduate,Salaried,41400.0,655.0,1,15300.0,36,Education,East,2024-10-05,Rejected,
LN101283,57,Male,Single,Graduate,Business Owner,19100.0,616.0,0,7000.0,12,Home Improvement,Central,2023-11-21,Rejected,
LN101953,41,Female,Divorced,Graduate,Self-Employed,72000.0,661.0,2,16100.0,24,Business,North,2023-02-01,Approved,0
LN101807,42,Male,Single,Graduate,Self-Employed,36900.0,443.0,0,7200.0,24,Business,South,2023-10-21,Rejected,
LN103053,37,Male,Married,Graduate,Salaried,61000.0,645.0,3,17100.0,60,Personal,South,2024-04-24,Rejected,
LN101622,62,Female,Married,Post Graduate,Salaried,89400.0,633.0,3,49200.0,36,Auto,Central,2023-02-19,Rejected,
LN100672,49,Female,Divorced,Post Graduate,Self-Employed,63800.0,655.0,4,35100.0,24,Business,Central,2024-06-29,Approved,0
LN100732,62,Female,Married,Graduate,Salaried,84400.0,537.0,4,41000.0,36,Debt Consolidation,South,2023-04-15,Rejected,
LN101509,51,Female,Married,Graduate,Salaried,59700.0,601.0,0,10600.0,12,Medical,South,2023-02-25,Rejected,
LN101406,36,Female,Married,Graduate,Salaried,33100.0,664.0,2,7200.0,24,Home Improvement,Central,2023-10-09,Rejected,
LN102667,64,Female,Single,Graduate,Business Owner,65200.0,677.0,3,32900.0,48,Business,West,2023-07-05,Rejected,
LN102116,64,Female,Single,Post Graduate,Salaried,78000.0,654.0,4,43600.0,60,Education,Central,2024-08-10,Rejected,
LN103014,43,Male,Married,Post Graduate,Salaried,72800.0,572.0,2,45000.0,36,Debt Consolidation,South,2024-05-14,Rejected,
LN102285,58,Male,Married,Graduate,Business Owner,34500.0,717.0,3,8100.0,36,Medical,North,2024-04-26,Approved,0
LN102419,39,Female,Single,Not Graduate,Business Owner,49700.0,630.0,0,27100.0,48,Debt Consolidation,North,2023-03-24,Rejected,
LN101538,52,Female,Single,Not Graduate,Salaried,55700.0,707.0,4,15500.0,36,Auto,West,2023-01-24,Rejected,
LN102317,40,Female,Married,Not Graduate,Salaried,42000.0,569.0,3,8200.0,48,Debt Consolidation,West,2023-10-07,Approved,0
LN102253,43,Male,Married,Graduate,Self-Employed,40000.0,621.0,0,13200.0,48,Education,South,2023-11-01,Rejected,
LN100340,49,Male,Married,Graduate,Business Owner,74400.0,751.0,2,11200.0,24,Debt Consolidation,West,2024-10-18,Approved,0
LN101067,49,Male,Married,Not Graduate,Salaried,51900.0,689.0,4,26100.0,36,Business,South,2024-03-17,Approved,0
LN102740,29,Male,Divorced,Post Graduate,Business Owner,53400.0,583.0,4,29200.0,24,Debt Consolidation,East,2024-03-23,Approved,1
LN101890,29,Female,Married,Not Graduate,Salaried,83900.0,658.0,0,38300.0,24,Business,West,2024-02-10,Rejected,
LN101916,33,Female,Married,Not Graduate,Self-Employed,62300.0,564.0,2,39700.0,60,Debt Consolidation,North,2023-09-24,Rejected,
LN100713,55,Male,Single,Not Graduate,Salaried,75500.0,787.0,2,33300.0,36,Auto,Central,2023-01-05,Approved,0
LN102132,44,Female,Married,Graduate,Self-Employed,76400.0,734.0,2,15700.0,24,Auto,West,2023-06-17,Approved,0
LN100690,65,Male,Single,Not Graduate,Self-Employed,29400.0,725.0,4,9600.0,12,Home Improvement,North,2023-02-20,Approved,0
LN100203,52,Female,Single,Not Graduate,Salaried,85000.0,766.0,4,51800.0,48,Debt Consolidation,South,2023-06-16,Approved,0
LN101081,65,Male,Single,Graduate,Salaried,93500.0,631.0,0,14800.0,24,Debt Consolidation,South,2024-07-26,Approved,0
LN100651,50,Female,Married,Post Graduate,Salaried,67600.0,800.0,4,42700.0,60,Business,West,2024-12-28,Approved,0
LN102427,38,Female,Single,Not Graduate,Salaried,48600.0,633.0,0,26100.0,24,Auto,West,2024-11-28,Approved,0
LN100560,45,Female,Married,Graduate,Self-Employed,42200.0,628.0,4,12000.0,36,Auto,North,2023-10-03,Approved,0
LN102246,46,Female,Married,Graduate,Salaried,81000.0,730.0,4,44000.0,60,Education,Central,2024-08-08,Approved,0
LN102050,28,Male,Widowed,Graduate,Business Owner,42500.0,725.0,3,27500.0,24,Home Improvement,South,2023-07-09,Approved,0
LN102623,62,Male,Married,Not Graduate,Business Owner,50400.0,660.0,2,13100.0,36,Auto,East,2024-02-27,Rejected,
LN102809,29,Male,Divorced,Post Graduate,Salaried,28500.0,634.0,0,17800.0,60,Personal,North,2023-11-09,Rejected,
LN101491,43,Female,Divorced,Post Graduate,Self-Employed,70500.0,652.0,0,41500.0,36,Medical,South,2024-07-27,Rejected,
LN101073,44,Female,Single,Not Graduate,Salaried,35600.0,614.0,1,22600.0,36,Home Improvement,North,2023-09-01,Rejected,
LN102108,33,Female,Widowed,Post Graduate,Salaried,78100.0,763.0,1,32100.0,36,Debt Consolidation,Central,2023-09-29,Approved,0
LN101016,38,Male,Single,Not Graduate,Self-Employed,93300.0,754.0,3,26500.0,36,Debt Consolidation,South,2024-08-18,Approved,0
LN100502,64,Female,Married,Graduate,Salaried,64400.0,666.0,1,34100.0,12,Education,East,2024-09-10,Approved,0
LN102986,54,Female,Married,Graduate,Salaried,20400.0,673.0,3,3100.0,12,Home Improvement,East,2023-10-13,Rejected,
LN102215,38,Male,Widowed,Not Graduate,Salaried,17500.0,694.0,1,3000.0,60,Business,West,2023-09-13,Approved,0
LN100485,31,Male,Single,Post Graduate,Business Owner,115200.0,791.0,0,39100.0,24,Medical,East,2024-10-27,Approved,0
LN102693,40,Female,Single,Graduate,Self-Employed,64400.0,692.0,4,29500.0,48,Debt Consolidation,South,2023-07-09,Rejected,
LN103151,31,Female,Married,Graduate,Business Owner,71800.0,616.0,1,19400.0,36,Education,South,2024-08-18,Approved,0
LN103015,41,Male,Single,Not Graduate,Salaried,43300.0,606.0,0,28100.0,36,Business,North,2023-09-20,Approved,0
LN102547,47,Female,Married,Graduate,Self-Employed,75700.0,515.0,1,28600.0,36,Auto,East,2024-10-04,Rejected,
LN102886,62,Female,Married,Not Graduate,Salaried,112300.0,521.0,3,58600.0,36,Debt Consolidation,East,2023-02-26,Rejected,
LN103137,42,Male,Single,Post Graduate,Business Owner,90600.0,850.0,4,35400.0,48,Education,North,2023-11-22,Approved,0
LN102957,42,Female,Single,Not Graduate,Business Owner,48300.0,635.0,2,24300.0,12,Auto,North,2023-05-15,Rejected,
LN103150,53,Male,Married,Graduate,Salaried,42800.0,535.0,3,7500.0,48,Medical,East,2024-06-26,Rejected,
LN101820,35,Male,Married,Post Graduate,Business Owner,95500.0,723.0,0,57000.0,36,Personal,South,2023-10-02,Approved,0
LN101524,48,Male,Married,Graduate,Salaried,91300.0,682.0,4,51500.0,84,Home Improvement,East,2024-12-30,Approved,0
LN100920,60,Male,Married,Graduate,Salaried,74000.0,767.0,0,33100.0,84,Home Improvement,South,2024-10-18,Approved,0
LN100224,53,Female,Married,Graduate,Salaried,63300.0,691.0,2,22500.0,12,Education,North,2023-01-25,Approved,0
LN100430,24,Male,Married,Graduate,Self-Employed,43100.0,700.0,3,27300.0,24,Debt Consolidation,West,2024-10-11,Rejected,
LN103028,31,Male,Married,Graduate,Business Owner,87100.0,662.0,3,14300.0,36,Debt Consolidation,Central,2023-11-21,Approved,0
LN101374,60,Female,Married,Not Graduate,Salaried,89100.0,684.0,3,51400.0,12,Debt Consolidation,East,2023-07-22,Approved,0
LN102841,52,Male,Divorced,Not Graduate,Business Owner,70300.0,691.0,3,17800.0,24,Home Improvement,East,2024-01-01,Rejected,
LN101057,55,Female,Married,Post Graduate,Salaried,17200.0,738.0,1,6100.0,24,Medical,North,2023-07-01,Rejected,
LN100803,62,Male,Divorced,Graduate,Salaried,57700.0,770.0,4,35800.0,12,Medical,South,2023-04-24,Approved,0
LN100172,55,Female,Single,Not Graduate,Salaried,108600.0,701.0,1,30000.0,24,Auto,South,2023-05-03,Approved,1
LN100892,44,Male,Married,Not Graduate,Salaried,28400.0,510.0,4,6500.0,48,Medical,South,2024-09-09,Rejected,
LN102445,61,Male,Widowed,Graduate,Business Owner,68000.0,610.0,0,43600.0,48,Auto,West,2024-04-21,Rejected,
LN100110,33,Female,Single,Graduate,Salaried,69300.0,481.0,0,31800.0,48,Personal,West,2023-08-02,Rejected,
LN100070,56,Male,Married,Graduate,Salaried,58500.0,548.0,3,18500.0,84,Personal,Central,2024-03-13,Approved,0
LN101596,50,Female,Married,Graduate,Business Owner,39000.0,728.0,3,23200.0,60,Auto,East,2024-10-25,Rejected,
LN102800,56,Female,Widowed,Graduate,Self-Employed,61300.0,850.0,1,21300.0,12,Debt Consolidation,North,2024-12-11,Approved,0
LN103113,62,Female,Divorced,Graduate,Self-Employed,88600.0,685.0,2,45800.0,24,Debt Consolidation,South,2023-07-25,Rejected,
LN101457,41,Male,Single,Graduate,Business Owner,55700.0,700.0,4,9000.0,36,Auto,North,2023-07-12,Approved,0
LN103017,30,Female,Married,Graduate,Self-Employed,52000.0,610.0,4,33300.0,48,Auto,South,2023-09-24,Rejected,
LN102730,64,Male,Single,Not Graduate,Business Owner,43900.0,633.0,3,26400.0,60,Education,South,2024-01-11,Approved,1
LN102170,21,Female,Married,Not Graduate,Salaried,26400.0,707.0,2,16400.0,24,Education,East,2024-10-19,Rejected,
LN100587,25,Female,Single,Graduate,Salaried,101800.0,748.0,2,55000.0,84,Debt Consolidation,East,2023-10-15,Approved,0
LN101256,30,Female,Single,Not Graduate,Salaried,40000.0,532.0,4,15400.0,12,Personal,North,2024-01-24,Rejected,
LN101002,46,Female,Married,Graduate,Salaried,77600.0,641.0,1,33400.0,12,Personal,South,2023-05-23,Rejected,
LN102386,63,Male,Single,Not Graduate,Self-Employed,49100.0,675.0,0,23200.0,36,Business,West,2024-02-15,Rejected,
LN100030,41,Female,Married,Not Graduate,Salaried,76000.0,615.0,4,31300.0,84,Debt Consolidation,North,2023-01-01,Rejected,
LN100674,48,Male,Married,Graduate,Self-Employed,93700.0,666.0,2,38600.0,36,Business,North,2023-02-21,Rejected,
LN102861,62,Male,Widowed,Not Graduate,Salaried,42300.0,640.0,0,21800.0,48,Auto,South,2023-04-26,Rejected,
LN100118,32,Female,Divorced,Graduate,Self-Employed,73400.0,498.0,3,20800.0,60,Business,Central,2023-09-08,Rejected,
LN100426,59,Female,Single,Not Graduate,Salaried,80000.0,727.0,1,20200.0,84,Medical,Central,2023-09-25,Approved,0
LN100420,62,Female,Single,Graduate,Business Owner,70600.0,782.0,0,38200.0,48,Debt Consolidation,South,2024-05-27,Approved,0
LN102286,61,Female,Married,Post Graduate,Salaried,56400.0,653.0,4,28200.0,24,Debt Consolidation,South,2024-12-29,Rejected,
LN100592,31,Female,Married,Post Graduate,Self-Employed,80400.0,760.0,3,23700.0,60,Medical,South,2024-11-25,Approved,0
LN101864,58,Female,Single,Graduate,Salaried,68400.0,719.0,2,13400.0,36,Debt Consolidation,North,2024-12-12,Approved,0
LN101830,36,Female,Married,Not Graduate,Salaried,45400.0,692.0,0,18100.0,36,Auto,North,2023-04-18,Approved,0
LN102526,42,Female,Widowed,Post Graduate,Self-Employed,110100.0,624.0,3,21900.0,84,Auto,South,2024-01-20,Approved,0
LN100737,36,Male,Married,Graduate,Salaried,57900.0,641.0,1,10300.0,48,Home Improvement,East,2023-10-02,Rejected,
LN103186,55,Male,Divorced,Post Graduate,Self-Employed,63300.0,787.0,0,58000.0,48,Education,South,2023-10-11,Approved,1
LN102604,55,Female,Married,Graduate,Self-Employed,55600.0,645.0,0,28600.0,60,Debt Consolidation,West,2023-08-29,Rejected,
LN101852,41,Male,Married,Graduate,Salaried,52100.0,661.0,0,15400.0,48,Business,North,2023-08-02,Rejected,
LN101040,52,Female,Single,Graduate,Self-Employed,36600.0,685.0,4,6100.0,24,Medical,West,2023-10-24,Approved,0
LN102528,24,Female,Single,Graduate,Salaried,77100.0,486.0,3,31700.0,84,Debt Consolidation,North,2024-09-13,Rejected,
LN100738,54,Female,Single,Not Graduate,Salaried,65400.0,639.0,2,34900.0,36,Auto,West,2023-03-05,Approved,1
LN101414,47,Male,Single,Post Graduate,Salaried,69200.0,665.0,3,32800.0,60,Business,West,2023-07-28,Approved,0
LN102188,41,Male,Single,Graduate,Self-Employed,71300.0,758.0,2,23400.0,60,Education,West,2024-04-11,Approved,0
LN100369,55,Female,Single,Graduate,Self-Employed,67000.0,588.0,0,25000.0,48,Home Improvement,West,2023-05-29,Rejected,
LN100769,37,Female,Divorced,Graduate,Salaried,56100.0,645.0,2,9600.0,24,Debt Consolidation,West,2023-09-16,Approved,0
LN100699,25,Female,Single,Graduate,Salaried,53100.0,513.0,1,33700.0,36,Debt Consolidation,North,2023-07-25,Rejected,
LN100992,29,Female,Single,Graduate,Salaried,87100.0,514.0,1,14400.0,36,Auto,North,2023-05-23,Rejected,
LN102163,62,Male,Married,Not Graduate,Salaried,34600.0,571.0,1,19900.0,36,Home Improvement,East,2023-03-24,Approved,1
LN100275,42,Female,Single,Graduate,Salaried,64000.0,678.0,0,35600.0,36,Debt Consolidation,West,2024-05-24,Rejected,
LN102752,47,Female,Single,Not Graduate,Business Owner,80400.0,629.0,3,43400.0,48,Debt Consolidation,North,2023-03-15,Rejected,
LN102326,36,Female,Single,Graduate,Business Owner,92600.0,699.0,0,14300.0,48,Medical,Central,2024-04-26,Approved,1
LN102302,46,Female,Married,Not Graduate,Self-Employed,28800.0,657.0,4,5200.0,60,Debt Consolidation,North,2023-10-28,Approved,0
LN102961,39,Male,Divorced,Graduate,Salaried,78800.0,681.0,4,21300.0,36,Medical,Central,2024-03-06,Rejected,
LN101263,58,Male,Married,Post Graduate,Salaried,79000.0,590.0,2,36600.0,60,Debt Consolidation,South,2024-08-05,Rejected,
LN102031,28,Male,Married,Not Graduate,Self-Employed,73000.0,792.0,1,42000.0,48,Business,West,2023-12-08,Approved,0
LN102633,46,Female,Single,Not Graduate,Business Owner,12000.0,641.0,4,5000.0,84,Auto,North,2024-08-04,Rejected,
LN102460,36,Male,Divorced,Post Graduate,Salaried,77300.0,618.0,4,44700.0,24,Auto,South,2024-11-18,Approved,1
LN102564,40,Female,Single,Not Graduate,Self-Employed,45100.0,849.0,4,27000.0,60,Medical,South,2024-04-30,Approved,1
LN102139,39,Female,Single,Graduate,Salaried,65800.0,791.0,3,19500.0,36,Education,North,2024-05-29,Approved,0
LN102209,27,Female,Married,Graduate,Salaried,45400.0,662.0,4,9600.0,36,Home Improvement,South,2023-09-11,Rejected,
LN101444,27,Female,Married,Not Graduate,Salaried,63400.0,694.0,2,40500.0,24,Personal,South,2024-08-27,Rejected,
LN102779,23,Male,Single,Graduate,Business Owner,83400.0,546.0,2,21400.0,36,Business,East,2023-12-10,Rejected,
LN102201,21,Male,Divorced,Not Graduate,Self-Employed,77000.0,566.0,1,25500.0,60,Home Improvement,South,2024-03-10,Approved,0
LN102826,37,Male,Divorced,Not Graduate,Self-Employed,67300.0,687.0,4,31600.0,36,Home Improvement,Central,2024-09-17,Rejected,
LN102450,58,Female,Married,Graduate,Business Owner,63300.0,622.0,1,18700.0,24,Education,Central,2024-01-31,Rejected,
LN102290,38,Male,Married,Graduate,Salaried,86600.0,584.0,4,20700.0,48,Auto,South,2023-10-20,Rejected,
LN101733,59,Male,Single,Graduate,Business Owner,84900.0,654.0,1,20800.0,12,Debt Consolidation,North,2024-05-12,Rejected,
LN101796,64,Male,Single,Graduate,Business Owner,77400.0,642.0,4,21500.0,36,Business,West,2023-12-16,Approved,1
LN101601,54,Female,Single,Graduate,Self-Employed,84000.0,850.0,0,36200.0,12,Business,South,2024-09-07,Approved,0
LN103069,24,Male,Married,Graduate,Self-Employed,68400.0,635.0,1,28000.0,12,Education,North,2024-09-12,Rejected,
LN101022,60,Male,Married,Post Graduate,Business Owner,78300.0,634.0,4,22600.0,36,Debt Consolidation,North,2023-11-02,Approved,0
LN100024,56,Male,Married,Graduate,Salaried,31900.0,655.0,4,8800.0,24,Home Improvement,North,2023-01-11,Rejected,
LN100523,58,Male,Single,Graduate,Salaried,70100.0,581.0,2,36000.0,12,Debt Consolidation,East,2023-11-26,Rejected,
LN103080,40,Female,Single,Not Graduate,Self-Employed,42100.0,686.0,4,12500.0,36,Auto,South,2023-12-07,Rejected,
LN100415,51,Female,Married,Post Graduate,Salaried,76800.0,740.0,3,30300.0,24,Education,South,2024-08-02,Rejected,
LN103124,40,Male,Divorced,Post Graduate,Self-Employed,84700.0,655.0,2,45200.0,36,Business,North,2024-02-20,Approved,0
LN100190,51,Female,Single,Not Graduate,Salaried,47100.0,762.0,2,19300.0,48,Debt Consolidation,South,2023-03-26,Rejected,
LN101771,37,Male,Married,Not Graduate,Salaried,65200.0,682.0,4,17700.0,24,Personal,South,2024-07-21,Approved,1
LN101209,64,Male,Divorced,Not Graduate,Self-Employed,19400.0,692.0,2,12200.0,48,Medical,Central,2023-12-30,Rejected,
LN101418,59,Male,Single,Not Graduate,Salaried,63800.0,733.0,0,17800.0,48,Home Improvement,East,2024-02-04,Rejected,
LN102987,56,Female,Divorced,Post Graduate,Self-Employed,79500.0,539.0,2,46700.0,36,Debt Consolidation,North,2023-04-29,Rejected,
LN101940,28,Male,Married,Post Graduate,Business Owner,99100.0,757.0,0,28200.0,36,Education,South,2024-02-24,Approved,0
LN102345,32,Male,Married,Post Graduate,Business Owner,98700.0,783.0,0,18900.0,48,Home Improvement,West,2023-06-21,Approved,0
LN102974,21,Male,Married,Not Graduate,Salaried,68900.0,700.0,0,23500.0,36,Debt Consolidation,West,2024-09-08,Rejected,
LN102578,64,Female,Married,Graduate,Salaried,19400.0,681.0,0,6100.0,36,Personal,South,2024-10-24,Approved,0
LN100705,46,Male,Single,Graduate,Business Owner,88600.0,633.0,4,47600.0,60,Education,East,2024-05-08,Approved,1
LN100002,50,Female,Single,Graduate,Self-Employed,65200.0,741.0,1,23200.0,60,Debt Consolidation,North,2024-02-09,Approved,0
LN100416,64,Male,Single,Post Graduate,Salaried,115800.0,714.0,3,26700.0,36,Business,South,2023-07-31,Rejected,
LN103051,28,Female,Divorced,Graduate,Salaried,95300.0,692.0,4,52200.0,84,Debt Consolidation,East,2024-02-12,Approved,0
LN101893,52,Female,Married,Post Graduate,Business Owner,18500.0,594.0,3,6300.0,84,Home Improvement,South,2023-11-29,Rejected,
LN102521,22,Female,Single,Not Graduate,Salaried,75500.0,690.0,1,41900.0,24,Debt Consolidation,West,2023-11-10,Approved,1
LN100691,56,Female,Married,Graduate,Salaried,102500.0,731.0,3,50000.0,36,Debt Consolidation,Central,2024-03-23,Approved,0
LN102019,41,Male,Widowed,Not Graduate,Self-Employed,82100.0,680.0,4,27500.0,36,Debt Consolidation,North,2024-11-12,Approved,0
